0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,label
127.305064,75.69368443903298,121.1173,57.769667652757015,121.376808,42.702575656875034,68.099544,46.494566080264306,115.274908,52.49499760540557,155.86816,50.4156317248371,130.403716,53.2314119424926,132.816008,10.910318187107833,126.659652,22.36245154805027,1280.7157434877777,1126.3547656437192,1131.209755511709,2045.5945638776186,21.112513026065518,19.469708956995746,18.46834468939064,26.699948996194212,0.19946480319556947,0.18758278820891078,0.23351114168881296,0.17996626891604633,0.015653446567336755,0.01498191316119344,0.0171531419920665,0.01475471241446501,0.7639981376527624,0.7924435026003984,0.7915746332170609,0.6230534422111679,0.00024503038943646683,0.00022445772196954123,0.000294230280199995,0.0002177015384335679,302,122058.5,404.1672185430464,0.952,0.5874264705882353,0.7714794172828606,healthy
141.91186,69.25995919245405,146.46012,50.84631307760278,145.422624,38.5691763582608,61.973616,42.14654870667994,102.927312,52.46987398931557,178.365796,38.39548094875729,155.171064,44.25029610192348,130.066292,12.374706516549637,131.865548,23.19312136517411,263.09883366741155,745.0832687419856,866.4583246496857,1064.4978333421973,7.929206412827893,13.30163734282401,14.02602004008645,15.868639081773232,0.3599166193492861,0.29248437344320866,0.3200524689138665,0.29053742536031796,0.02669505146253925,0.023028732605699653,0.0247690914150476,0.022936355117620585,0.9340842301643456,0.8131732894195375,0.7828041640737827,0.7330808516783032,0.0007126257725876189,0.0005303225254248143,0.0006135078895269847,0.0005260763860816,204,103510.5,507.40441176470586,1.0,0.64237,0.77972664595067,healthy
154.028624,55.94264881703961,142.672876,28.481812615924287,112.49374,25.132720362356324,79.600272,33.641273125819964,99.973052,26.145586048228022,172.302748,37.842950144623984,147.097068,26.606094749199404,122.086332,9.793876392204265,119.497496,21.9989871069098,10.321983967936168,18.563391311681713,13.324364729459264,22.74624198296424,1.8823687374749771,2.9688033381392542,2.6503206412825975,3.260055180501332,0.45506872927207986,0.3195776871015471,0.33559399619112373,0.29645380889248474,0.03981747979294506,0.03064945318524235,0.03175107966218904,0.029232586736227296,0.9925618206930017,0.9865645533233358,0.9903592422133027,0.9835373547849717,0.001585431697061588,0.0009393889805543623,0.0010081310597146744,0.0008545441272910521,56,103346.5,1845.4732142857142,0.472,0.7697330508474576,0.896376636385617,healthy
74.215152,40.020715506058814,112.339372,39.84835743974419,97.590644,30.305798911516323,43.189592,17.554869605711573,107.83012,35.036114807232835,118.057456,35.7911444188093,115.158804,37.44643247746819,116.069508,11.919631061317961,147.974308,6.348395066560997,10.522905811624407,28.010429676991823,17.968877755513926,21.531676579613393,1.9356192384772366,2.4984598455430334,1.9262725450905935,2.5010461805376054,0.4305425259705424,0.4088613340375594,0.47060672054798586,0.3789469603770228,0.03309931765244008,0.032405358337857,0.036351305671554986,0.030114760062547947,0.9957673122830502,0.9887412902182529,0.9927785789758061,0.9913454149106893,0.0010955648290571314,0.0010501072490049182,0.0013214174240268259,0.0009068987736248328,9,141287.5,15698.611111111111,1.1185682326621924,0.41052572706935125,0.5372791286653296,healthy
62.820564,32.38726426733051,98.501772,36.44630588770302,84.177992,30.08642269941603,43.057772,14.622467178831897,107.549284,33.982565810829286,102.556164,33.943926313924024,100.79356,35.56853033970338,116.167368,10.13014965104544,146.868064,5.305747156801198,11.01725851703539,32.01299994779336,20.626316633269916,25.147176115760406,2.0919118236476213,3.0476544270908907,2.1968496993992566,2.730888630969571,0.4182642640889719,0.37907981929196416,0.4602151010040773,0.3832826592915577,0.03411488940939431,0.032287903787363875,0.03742539101910097,0.032137899016440576,0.9948658116069694,0.9850852867913962,0.9903967395252289,0.9882840305893003,0.001163825679415204,0.0010425087309820667,0.0014006598929326036,0.001032844553190932,28,146551.0,5233.964285714285,0.746,0.4825817694369973,0.6102479260391841,healthy
82.257144,38.32889590065521,107.537036,35.87127781853755,122.763196,29.52891071247946,31.460824,24.870082614278225,98.690456,45.496521608932525,129.448552,29.846481218115073,118.549884,31.606999471423162,130.730096,14.559493941438486,145.351244,8.208106703282066,12.722833667336655,27.065734675766837,34.60863326654173,51.636290617312646,1.9870020040084226,2.5785960698955233,2.3533146292592075,2.9435785398456242,0.4307091810316944,0.38551179508729677,0.4450196910245483,0.3929604713583521,0.037646858923470417,0.03465223279463294,0.03895757574672949,0.035508904084868946,0.9932858296601432,0.9857277245953372,0.9817503842370653,0.9727711330676482,0.0014172859868036842,0.0012007772376534348,0.001517692708062166,0.0012608822693084226,9,182972.5,20330.277777777777,1.6611295681063123,0.2912392026578073,0.4583230946990887,healthy
72.871216,38.529672911683846,113.12168,32.95788442812433,97.710244,33.85571026371274,44.410768,12.760407111459102,101.148064,41.818295004123534,114.607312,32.77372649142383,115.537844,33.395161443413684,114.979816,6.709564561589969,148.620232,9.271400340087576,62.51009619239904,102.53229103498457,55.573567134282094,89.65849534741544,4.640837675351872,5.847386155076248,3.79354308617336,5.283573158341257,0.27459319767699114,0.2363294585680275,0.3407928522319307,0.26547265005178766,0.025238798700648157,0.022505317930141197,0.029290130750662773,0.024770258368551512,0.9712075210244739,0.9527779912403193,0.9744336431626385,0.9587070854137192,0.0006369969598518391,0.0005064893351367349,0.000857911759390921,0.0006135656996447963,43,161143.0,3747.5116279069766,1.0,0.34197,0.44224909861209544,healthy
71.561552,37.46467994459977,125.72096,29.311762838123535,104.451544,31.74490604831055,44.29204,10.50573636821332,117.39848,48.01166414205614,126.574952,28.722242638723323,126.89598,29.532554509212368,110.91528,7.167180095518739,154.761956,11.41551273723892,35.60329458918338,41.43723117578108,19.6944048096215,54.152561636302025,3.454661322645905,3.6693587575955884,2.6056192384773498,4.3124244480948875,0.33672734303409957,0.3197107745774663,0.3844643852559145,0.2928353441123474,0.02889471645366012,0.02854762056610943,0.03293888347071353,0.026036634394155562,0.9799473694399538,0.976653864711445,0.9888944429069976,0.9694899064882418,0.000834904638937417,0.000814966639986554,0.0010849700442972453,0.0006779063305749244,44,161601.5,3672.7613636363635,1.4260869565217391,0.5269021739130435,0.7124843161856964,healthy
61.257052,37.03228537734737,99.825448,32.729692140307336,92.2389,33.425224887650344,39.934276,16.059653431996097,111.546984,39.39478362047118,102.655304,32.820817184640354,103.36626,33.48799703792987,118.436192,6.307132513205665,149.04514,8.912388141255969,8.320849699399748,21.199151810637044,16.335270541085414,21.77636635997614,1.909378757515328,2.5580298874304077,2.0092024048100776,2.5505640539598304,0.42616578458634896,0.3872929400623315,0.4698732849714324,0.3937531555262896,0.03813384006724698,0.03585815365044356,0.04195636840878244,0.03627949463684522,0.9960781239914215,0.990018896195176,0.992307675445288,0.9897470730215472,0.001454189758274371,0.0012858071832188187,0.001760336850053477,0.0013162017311048808,10,200971.5,20097.15,1.8826815642458101,0.4366659483115893,0.6491048656374367,healthy
69.42894,29.079901761807932,114.030352,26.289630631792757,99.52326,26.814181676351787,41.960676,12.879182956345641,109.036908,36.49611554397997,117.05798,26.0005092703893,116.899144,25.93350427665463,114.872204,8.39001407521966,151.070876,8.184665942640788,16.483226452908163,40.95321705535621,28.879599198402016,27.274629419160735,2.4304729458922236,3.1238107477482684,2.202172344689867,2.781731800274106,0.3803553011734925,0.35181781838422704,0.4666590342609458,0.36395747269202805,0.03576553852929548,0.03396658301187821,0.042422179561053014,0.034628903449636234,0.9868213299763774,0.9672753874355554,0.9769214918736662,0.9782055656826169,0.0012791737462905196,0.0011537287615028132,0.0017996413187102238,0.001199160954124228,15,145615.0,9707.666666666666,0.773469387755102,0.3793495234505412,0.5259350503919373,healthy
